DateTime,Date,Product,Category,Qty,MRP,Discount_Pct,Selling_Price,Revenue,Customer,Payment_Method
2025-01-03 20:49,2025-01-03,Shampoo,Beauty,1,290,0,290,290,CUST0124,UPI
2025-01-03 19:43,2025-01-03,Sports Shoes,Footwear,1,2410,0,2410,2410,CUST0098,Cash
2025-01-03 13:32,2025-01-03,Sports Shoes,Footwear,3,2450,0,2450,7350,CUST0022,UPI
2025-01-03 10:44,2025-01-03,Handbag,Accessories,1,1490,0,1490,1490,CUST0167,Credit Card
2025-01-03 19:40,2025-01-03,Wallet,Bags,3,780,15,663,1989,CUST0268,UPI
2025-01-03 11:33,2025-01-03,Toy Car,Toys,1,440,0,440,440,CUST0274,UPI
2025-01-03 10:34,2025-01-03,Men's T-Shirt,Clothing,1,600,0,600,600,CUST0164,Debit Card
2025-01-03 18:49,2025-01-03,Wallet,Bags,1,730,5,693,693,CUST0052,Credit Card
2025-01-03 17:02,2025-01-03,Sunglasses,Accessories,3,610,0,610,1830,CUST0090,UPI
2025-01-03 13:41,2025-01-03,Earrings,Accessories,2,340,5,323,646,CUST0194,UPI
2025-01-04 20:23,2025-01-04,Headphones,Electronics,1,1960,5,1862,1862,CUST0200,UPI
2025-01-04 21:17,2025-01-04,Jacket,Clothing,1,3020,20,2416,2416,CUST0209,Debit Card
2025-01-04 20:42,2025-01-04,Sandals,Footwear,4,910,0,910,3640,CUST0014,UPI
2025-01-04 12:19,2025-01-04,Wallet,Bags,1,730,5,693,693,CUST0223,Credit Card
2025-01-04 13:41,2025-01-04,Jeans,Clothing,1,1340,15,1139,1139,CUST0034,UPI
2025-01-04 15:50,2025-01-04,Sunglasses,Accessories,1,630,0,630,630,CUST0036,Debit Card
2025-01-04 14:47,2025-01-04,Wallet,Bags,3,780,15,663,1989,CUST0275,Debit Card
2025-01-04 09:12,2025-01-04,Jeans,Clothing,1,1230,10,1107,1107,CUST0269,Credit Card
2025-01-04 17:09,2025-01-04,Earrings,Accessories,1,350,10,315,315,CUST0221,Cash
2025-01-04 13:38,2025-01-04,Sandals,Footwear,3,940,5,893,2679,CUST0011,Credit Card
2025-01-04 17:36,2025-01-04,Board Game,Toys,1,820,5,779,779,CUST0202,Credit Card
2025-01-04 17:09,2025-01-04,Headphones,Electronics,1,1990,5,1890,1890,CUST0017,Credit Card
2025-01-04 15:43,2025-01-04,Cap,Accessories,1,300,0,300,300,CUST0136,Cash
2025-01-04 18:16,2025-01-04,Handbag,Accessories,1,1490,10,1341,1341,CUST0156,UPI
2025-01-04 13:57,2025-01-04,Wallet,Bags,4,720,10,648,2592,CUST0010,Cash
2025-01-04 14:56,2025-01-04,Power Bank,Electronics,1,1260,0,1260,1260,CUST0136,UPI
2025-01-04 18:30,2025-01-04,Kids' Dress,Clothing,1,660,0,660,660,CUST0164,Credit Card
2025-01-04 15:35,2025-01-04,Kids' Dress,Clothing,1,680,5,646,646,CUST0079,Credit Card
2025-01-04 21:49,2025-01-04,Lipstick,Beauty,1,480,5,456,456,CUST0217,UPI
2025-01-04 20:48,2025-01-04,Watch,Accessories,2,3660,0,3660,7320,CUST0127,Credit Card
2025-01-04 20:21,2025-01-04,Face Cream,Beauty,1,380,0,380,380,CUST0042,Cash
2025-01-04 18:16,2025-01-04,Board Game,Toys,1,760,0,760,760,CUST0225,UPI
2025-01-04 15:55,2025-01-04,Men's T-Shirt,Clothing,1,620,20,496,496,CUST0223,UPI
2025-01-04 16:44,2025-01-04,Board Game,Toys,1,830,0,830,830,CUST0070,Debit Card
2025-01-04 16:19,2025-01-04,Lipstick,Beauty,1,490,5,465,465,CUST0275,UPI
2025-01-04 20:29,2025-01-04,Lipstick,Beauty,1,510,20,408,408,CUST0099,Cash
2025-01-04 19:46,2025-01-04,Earrings,Accessories,1,330,15,280,280,CUST0101,Cash
2025-01-04 16:48,2025-01-04,Phone Cover,Electronics,3,230,0,230,690,CUST0001,Cash
2025-01-04 18:01,2025-01-04,Cap,Accessories,1,300,0,300,300,CUST0178,Credit Card
2025-01-04 12:38,2025-01-04,Women's Kurti,Clothing,2,830,0,830,1660,CUST0106,UPI
2025-01-04 19:22,2025-01-04,Headphones,Electronics,1,1900,0,1900,1900,CUST0173,UPI
2025-01-04 11:55,2025-01-04,Men's T-Shirt,Clothing,1,600,5,570,570,CUST0110,Credit Card
2025-01-04 14:11,2025-01-04,Face Cream,Beauty,1,410,10,369,369,CUST0242,UPI
2025-01-04 15:16,2025-01-04,Sunglasses,Accessories,1,660,0,660,660,CUST0275,UPI
2025-01-04 18:59,2025-01-04,Watch,Accessories,3,3360,20,2688,8064,CUST0192,Credit Card
2025-01-04 16:43,2025-01-04,Pen Set,Stationery,1,150,0,150,150,CUST0139,Debit Card
2025-01-04 14:38,2025-01-04,Pen Set,Stationery,3,150,15,127,381,CUST0119,Credit Card
2025-01-04 15:50,2025-01-04,Charger,Electronics,1,830,0,830,830,CUST0042,Credit Card
2025-01-04 19:03,2025-01-04,Sports Shoes,Footwear,2,2460,20,1968,3936,CUST0068,UPI
2025-01-04 19:20,2025-01-04,Phone Cover,Electronics,1,250,5,237,237,CUST0098,UPI
2025-01-04 16:56,2025-01-04,Earrings,Accessories,1,350,15,297,297,CUST0012,Credit Card
2025-01-04 11:18,2025-01-04,Sandals,Footwear,4,850,0,850,3400,CUST0182,UPI
2025-01-05 20:52,2025-01-05,Watch,Accessories,1,3640,0,3640,3640,CUST0043,Credit Card
2025-01-05 15:23,2025-01-05,Kids' Dress,Clothing,1,660,0,660,660,CUST0072,Debit Card
2025-01-05 15:32,2025-01-05,Charger,Electronics,2,830,0,830,1660,CUST0233,UPI
2025-01-05 18:33,2025-01-05,Power Bank,Electronics,1,1340,0,1340,1340,CUST0020,Credit Card
2025-01-05 11:45,2025-01-05,Power Bank,Electronics,1,1270,10,1143,1143,CUST0020,Cash
2025-01-05 11:01,2025-01-05,Saree,Clothing,2,1850,0,1850,3700,CUST0128,Cash
2025-01-05 13:55,2025-01-05,Jeans,Clothing,1,1240,15,1054,1054,CUST0191,Credit Card
2025-01-05 15:32,2025-01-05,Kids' Dress,Clothing,1,690,0,690,690,CUST0238,UPI
2025-01-05 13:02,2025-01-05,Jeans,Clothing,1,1280,5,1216,1216,CUST0111,Credit Card
2025-01-05 17:07,2025-01-05,Women's Kurti,Clothing,1,800,5,760,760,CUST0139,Debit Card
2025-01-05 19:50,2025-01-05,Shampoo,Beauty,1,300,0,300,300,CUST0094,UPI
2025-01-05 20:16,2025-01-05,Kids' Dress,Clothing,2,700,5,665,1330,CUST0042,Credit Card
2025-01-05 17:28,2025-01-05,Saree,Clothing,2,1960,5,1862,3724,CUST0233,UPI
2025-01-05 16:47,2025-01-05,Board Game,Toys,1,800,0,800,800,CUST0238,UPI
2025-01-05 16:55,2025-01-05,Pen Set,Stationery,1,150,0,150,150,CUST0056,Debit Card
2025-01-05 13:55,2025-01-05,Jeans,Clothing,1,1340,0,1340,1340,CUST0271,Cash
2025-01-05 13:11,2025-01-05,Cap,Accessories,1,290,10,261,261,CUST0185,Debit Card
2025-01-05 18:23,2025-01-05,Socks (3pk),Clothing,1,190,10,171,171,CUST0068,Debit Card
2025-01-05 20:21,2025-01-05,Chocolate Box,Food & Gifts,1,610,15,518,518,CUST0191,Credit Card
2025-01-05 16:46,2025-01-05,Saree,Clothing,1,1930,5,1833,1833,CUST0248,Credit Card
2025-01-05 19:11,2025-01-05,Sandals,Footwear,1,890,0,890,890,CUST0111,Debit Card
2025-01-05 19:00,2025-01-05,Sunglasses,Accessories,1,660,0,660,660,CUST0194,Credit Card
2025-01-05 18:54,2025-01-05,Socks (3pk),Clothing,1,190,0,190,190,CUST0294,UPI
2025-01-05 16:30,2025-01-05,Wallet,Bags,1,730,0,730,730,CUST0054,UPI
2025-01-05 18:56,2025-01-05,Shampoo,Beauty,1,290,15,246,246,CUST0267,Credit Card
2025-01-05 16:15,2025-01-05,Men's T-Shirt,Clothing,1,600,15,510,510,CUST0177,UPI
2025-01-05 12:15,2025-01-05,Toy Car,Toys,1,450,0,450,450,CUST0146,Debit Card
2025-01-05 13:24,2025-01-05,Saree,Clothing,1,1950,10,1755,1755,CUST0237,Credit Card
2025-01-05 11:24,2025-01-05,Pen Set,Stationery,1,150,0,150,150,CUST0095,UPI
2025-01-05 13:06,2025-01-05,Toy Car,Toys,1,450,0,450,450,CUST0043,Debit Card
2025-01-05 15:04,2025-01-05,Charger,Electronics,1,780,0,780,780,CUST0036,UPI
2025-01-05 18:37,2025-01-05,Backpack,Bags,1,1070,5,1016,1016,CUST0222,Debit Card
2025-01-05 13:26,2025-01-05,Socks (3pk),Clothing,1,190,0,190,190,CUST0238,UPI
2025-01-05 16:13,2025-01-05,Notebook Set,Stationery,1,190,0,190,190,CUST0252,UPI
2025-01-05 11:13,2025-01-05,Wallet,Bags,1,710,0,710,710,CUST0048,UPI
2025-01-05 11:34,2025-01-05,Power Bank,Electronics,1,1310,0,1310,1310,CUST0199,Cash
2025-01-05 18:22,2025-01-05,Chocolate Box,Food & Gifts,1,580,10,522,522,CUST0033,UPI
2025-01-05 16:57,2025-01-05,Cap,Accessories,1,300,0,300,300,CUST0069,Cash
2025-01-05 13:18,2025-01-05,Watch,Accessories,1,3510,0,3510,3510,CUST0236,UPI
2025-01-05 20:01,2025-01-05,Phone Cover,Electronics,2,240,10,216,432,CUST0038,Credit Card
2025-01-05 14:52,2025-01-05,Cap,Accessories,1,290,15,246,246,CUST0149,UPI
2025-01-05 19:58,2025-01-05,Power Bank,Electronics,1,1330,0,1330,1330,CUST0193,UPI
2025-01-05 16:25,2025-01-05,Saree,Clothing,1,1930,5,1833,1833,CUST0018,UPI
2025-01-05 18:30,2025-01-05,Power Bank,Electronics,1,1240,0,1240,1240,CUST0170,Cash
2025-01-06 21:09,2025-01-06,Sports Shoes,Footwear,2,2480,15,2108,4216,CUST0030,Credit Card
2025-01-06 20:08,2025-01-06,Sandals,Footwear,2,880,0,880,1760,CUST0074,Cash
2025-01-06 17:54,2025-01-06,Handbag,Accessories,2,1470,0,1470,2940,CUST0159,Cash
2025-01-06 18:14,2025-01-06,Earrings,Accessories,3,360,10,324,972,CUST0066,UPI
2025-01-06 12:27,2025-01-06,Men's T-Shirt,Clothing,1,610,5,579,579,CUST0195,Credit Card
2025-01-06 12:45,2025-01-06,Power Bank,Electronics,1,1280,10,1152,1152,CUST0085,UPI
2025-01-06 13:20,2025-01-06,Sandals,Footwear,2,920,5,874,1748,CUST0149,Debit Card
2025-01-06 10:05,2025-01-06,Sandals,Footwear,1,910,0,910,910,CUST0224,UPI
2025-01-06 11:08,2025-01-06,Sunglasses,Accessories,3,640,0,640,1920,CUST0185,Credit Card
2025-01-06 10:56,2025-01-06,Watch,Accessories,1,3660,10,3294,3294,CUST0252,Credit Card
2025-01-06 21:31,2025-01-06,Perfume,Beauty,1,1210,0,1210,1210,CUST0063,UPI
2025-01-06 16:33,2025-01-06,Kids' Dress,Clothing,1,700,0,700,700,CUST0112,Debit Card
2025-01-06 11:38,2025-01-06,Chocolate Box,Food & Gifts,1,610,0,610,610,CUST0173,UPI
2025-01-06 10:25,2025-01-06,Phone Cover,Electronics,1,240,20,192,192,CUST0130,Debit Card
2025-01-06 10:20,2025-01-06,Sunglasses,Accessories,1,630,0,630,630,CUST0293,UPI
2025-01-06 11:03,2025-01-06,Power Bank,Electronics,1,1250,0,1250,1250,CUST0300,Cash
2025-01-06 12:23,2025-01-06,Phone Cover,Electronics,1,230,0,230,230,CUST0099,UPI
2025-01-06 20:14,2025-01-06,Headphones,Electronics,2,1980,5,1881,3762,CUST0055,UPI
2025-01-06 17:58,2025-01-06,Women's Kurti,Clothing,1,750,5,712,712,CUST0204,Cash
2025-01-06 20:22,2025-01-06,Wallet,Bags,1,750,5,712,712,CUST0227,Debit Card
2025-01-06 13:49,2025-01-06,Shampoo,Beauty,1,280,0,280,280,CUST0134,UPI
2025-01-06 18:44,2025-01-06,Power Bank,Electronics,1,1350,5,1282,1282,CUST0283,Cash
2025-01-06 18:16,2025-01-06,Saree,Clothing,3,1910,0,1910,5730,CUST0226,UPI
2025-01-06 12:19,2025-01-06,Sunglasses,Accessories,1,670,0,670,670,CUST0026,UPI
2025-01-06 19:07,2025-01-06,Shampoo,Beauty,1,300,0,300,300,CUST0206,Cash
2025-01-06 10:31,2025-01-06,Sports Shoes,Footwear,1,2620,0,2620,2620,CUST0299,UPI
2025-01-06 15:14,2025-01-06,Charger,Electronics,1,800,0,800,800,CUST0158,UPI
2025-01-06 10:07,2025-01-06,Handbag,Accessories,1,1520,10,1368,1368,CUST0236,Cash
2025-01-07 17:55,2025-01-07,Saree,Clothing,1,1900,0,1900,1900,CUST0260,UPI
2025-01-07 20:23,2025-01-07,Perfume,Beauty,1,1150,10,1035,1035,CUST0174,UPI
2025-01-07 20:56,2025-01-07,Jeans,Clothing,1,1250,0,1250,1250,CUST0097,UPI
2025-01-07 18:21,2025-01-07,Face Cream,Beauty,1,380,5,361,361,CUST0001,UPI
2025-01-07 19:27,2025-01-07,Wallet,Bags,2,770,0,770,1540,CUST0239,UPI
2025-01-07 17:59,2025-01-07,Face Cream,Beauty,1,380,0,380,380,CUST0224,Cash
2025-01-07 21:31,2025-01-07,Earrings,Accessories,2,340,5,323,646,CUST0151,Cash
2025-01-07 20:02,2025-01-07,Notebook Set,Stationery,1,190,0,190,190,CUST0001,Debit Card
2025-01-07 17:42,2025-01-07,Cap,Accessories,1,280,10,252,252,CUST0197,Cash
2025-01-07 11:08,2025-01-07,Chocolate Box,Food & Gifts,2,570,0,570,1140,CUST0031,Credit Card
2025-01-07 13:02,2025-01-07,Men's T-Shirt,Clothing,1,620,0,620,620,CUST0205,UPI
2025-01-07 18:47,2025-01-07,Watch,Accessories,2,3400,5,3230,6460,CUST0143,Debit Card
2025-01-07 20:08,2025-01-07,Sports Shoes,Footwear,2,2500,0,2500,5000,CUST0184,UPI
2025-01-07 17:29,2025-01-07,Toy Car,Toys,1,470,5,446,446,CUST0050,Cash
2025-01-07 19:50,2025-01-07,Face Cream,Beauty,1,380,0,380,380,CUST0236,UPI
2025-01-07 12:44,2025-01-07,Board Game,Toys,1,780,0,780,780,CUST0200,Credit Card
2025-01-07 18:53,2025-01-07,Women's Kurti,Clothing,1,830,10,747,747,CUST0272,UPI
2025-01-07 13:18,2025-01-07,Chocolate Box,Food & Gifts,1,600,0,600,600,CUST0089,Credit Card
2025-01-07 12:12,2025-01-07,Jeans,Clothing,1,1240,0,1240,1240,CUST0282,Cash
2025-01-07 10:09,2025-01-07,Handbag,Accessories,2,1490,15,1266,2532,CUST0213,UPI
2025-01-07 17:25,2025-01-07,Watch,Accessories,1,3330,15,2830,2830,CUST0200,Cash
2025-01-07 18:15,2025-01-07,Sandals,Footwear,1,880,5,836,836,CUST0180,UPI
2025-01-07 11:25,2025-01-07,Men's T-Shirt,Clothing,1,570,10,513,513,CUST0246,Debit Card
2025-01-07 19:13,2025-01-07,Pen Set,Stationery,1,150,10,135,135,CUST0021,Cash
2025-01-07 19:13,2025-01-07,Kids' Dress,Clothing,1,660,0,660,660,CUST0129,UPI
2025-01-07 13:45,2025-01-07,Lipstick,Beauty,2,480,10,432,864,CUST0097,UPI
2025-01-07 19:44,2025-01-07,Jacket,Clothing,1,3040,0,3040,3040,CUST0078,Debit Card
2025-01-07 14:50,2025-01-07,Charger,Electronics,2,820,5,779,1558,CUST0131,Cash
2025-01-07 17:46,2025-01-07,Jacket,Clothing,3,3040,10,2736,8208,CUST0123,UPI
2025-01-07 13:07,2025-01-07,Board Game,Toys,1,820,0,820,820,CUST0118,Credit Card
2025-01-07 13:36,2025-01-07,Wallet,Bags,3,770,0,770,2310,CUST0191,UPI
2025-01-07 18:28,2025-01-07,Sports Shoes,Footwear,1,2390,0,2390,2390,CUST0176,UPI
2025-01-07 10:53,2025-01-07,Dry Fruits Pack,Food & Gifts,1,890,0,890,890,CUST0275,Cash
2025-01-07 18:39,2025-01-07,Jeans,Clothing,1,1240,0,1240,1240,CUST0177,Debit Card
2025-01-07 11:02,2025-01-07,Notebook Set,Stationery,1,190,5,180,180,CUST0138,UPI
2025-01-07 13:36,2025-01-07,Notebook Set,Stationery,1,200,5,190,190,CUST0098,UPI
2025-01-07 19:13,2025-01-07,Chocolate Box,Food & Gifts,1,600,0,600,600,CUST0228,Credit Card
2025-01-07 20:41,2025-01-07,Power Bank,Electronics,1,1320,10,1188,1188,CUST0162,Cash
2025-01-08 20:45,2025-01-08,Face Cream,Beauty,1,410,10,369,369,CUST0022,Credit Card
2025-01-08 19:57,2025-01-08,Lipstick,Beauty,1,480,0,480,480,CUST0191,UPI
2025-01-08 14:20,2025-01-08,Face Cream,Beauty,2,390,0,390,780,CUST0223,Credit Card
2025-01-08 12:30,2025-01-08,Pen Set,Stationery,2,150,5,142,284,CUST0096,Credit Card
2025-01-08 19:52,2025-01-08,Sandals,Footwear,1,850,5,807,807,CUST0123,UPI
2025-01-08 19:57,2025-01-08,Phone Cover,Electronics,1,240,0,240,240,CUST0075,Debit Card
2025-01-08 17:53,2025-01-08,Handbag,Accessories,1,1570,0,1570,1570,CUST0154,UPI
2025-01-08 18:54,2025-01-08,Wallet,Bags,1,710,10,639,639,CUST0178,UPI
2025-01-08 17:17,2025-01-08,Sports Shoes,Footwear,1,2430,5,2308,2308,CUST0281,Cash
2025-01-08 11:45,2025-01-08,Sports Shoes,Footwear,1,2590,5,2460,2460,CUST0112,UPI
2025-01-08 19:46,2025-01-08,Kids' Dress,Clothing,1,710,0,710,710,CUST0016,Cash
2025-01-08 11:23,2025-01-08,Backpack,Bags,2,1120,5,1064,2128,CUST0023,Credit Card
2025-01-08 13:30,2025-01-08,Jeans,Clothing,1,1280,0,1280,1280,CUST0043,UPI
2025-01-08 21:52,2025-01-08,Charger,Electronics,1,760,10,684,684,CUST0114,Credit Card
2025-01-08 11:11,2025-01-08,Saree,Clothing,2,1830,0,1830,3660,CUST0248,Debit Card
2025-01-08 18:41,2025-01-08,Power Bank,Electronics,1,1310,15,1113,1113,CUST0062,UPI
2025-01-08 12:27,2025-01-08,Perfume,Beauty,2,1200,10,1080,2160,CUST0097,Cash
2025-01-08 11:33,2025-01-08,Backpack,Bags,1,1140,10,1026,1026,CUST0192,Credit Card
2025-01-08 20:10,2025-01-08,Perfume,Beauty,1,1220,5,1159,1159,CUST0114,Cash
2025-01-08 20:38,2025-01-08,Saree,Clothing,1,1910,0,1910,1910,CUST0282,Cash
2025-01-08 19:18,2025-01-08,Saree,Clothing,2,1870,0,1870,3740,CUST0254,Credit Card
2025-01-08 12:13,2025-01-08,Shampoo,Beauty,1,310,5,294,294,CUST0115,UPI
2025-01-08 19:28,2025-01-08,Socks (3pk),Clothing,1,200,0,200,200,CUST0005,Credit Card
2025-01-08 16:16,2025-01-08,Earrings,Accessories,1,330,5,313,313,CUST0188,Debit Card
2025-01-08 20:22,2025-01-08,Notebook Set,Stationery,4,190,0,190,760,CUST0071,Cash
2025-01-08 13:29,2025-01-08,Sandals,Footwear,2,940,15,799,1598,CUST0268,Credit Card
2025-01-08 12:38,2025-01-08,Lipstick,Beauty,2,510,5,484,968,CUST0032,UPI
2025-01-08 13:36,2025-01-08,Pen Set,Stationery,2,140,5,133,266,CUST0250,Cash
2025-01-08 11:59,2025-01-08,Cap,Accessories,1,280,5,266,266,CUST0130,Debit Card
2025-01-08 11:15,2025-01-08,Jacket,Clothing,1,2850,0,2850,2850,CUST0296,Debit Card
2025-01-08 20:56,2025-01-08,Pen Set,Stationery,1,150,0,150,150,CUST0267,Cash
2025-01-08 12:08,2025-01-08,Sports Shoes,Footwear,2,2390,15,2031,4062,CUST0001,UPI
2025-01-08 11:31,2025-01-08,Jacket,Clothing,1,2860,0,2860,2860,CUST0190,Cash
2025-01-08 13:52,2025-01-08,Sports Shoes,Footwear,1,2490,0,2490,2490,CUST0045,Cash
2025-01-09 12:55,2025-01-09,Jeans,Clothing,1,1290,5,1225,1225,CUST0145,Credit Card
2025-01-09 13:27,2025-01-09,Backpack,Bags,2,1100,20,880,1760,CUST0103,Cash
